Label	Clip
Pro & Con	ProsCanon service is apparently better than nikon. Will edit this if this does not turn out to be true. My switch was mostly due to pathetic nikon warranty service.The IS works really well and I think better than nikons which I had tried for a week with a borrowed D5000.Digital 3x zoom in video mode.The 430EX II external flash can be supported by the camera wirelessly. On nikons this is only true for the more expensive SB800s flashes.ConsAuto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.Most canon lenses have loud autofocus motors. The lenses with the nicer USM AF motors are too expensive.No mode in canon to set Av mode and set min shutter speed while letting the camera pick the ISO. Standard in Nikons. Canon seems to pick the shutter speed based on the zoom focal length selected.White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Pro & Con	Pros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Pro And Cons	ProsBig enough for a toddlerEasy to installComfortable for kids from infant to toddlerNo thread adjustable strapsConsVery bulky. They fit fine in my odyssey mini van but not in my ford focus rear facing. Forward facing they fit in the smaller car ok.Catch a lot of stuff under the paddingCant adjust strap length while in rear facing position. This is most frustrating but not often an issue.
Overall Review 	VERY PLEASED
Overall Review 	I love this chair.
Ease Of Use/installation	I read reviews that it was difficult to install in car but it was easy if you read the instructions
Ease Of Use/installation	Yes its a little difficult to install but you get the hang of it real quick.
Ease Of Use/installation	 and easly instaled it in the car.
Ease Of Use/installation	This car seat is very easy to get baby in and out of
Cons	The seat is gigantic.  When rear facing it would only fit in one postion in my car.
Cons	there is absolutely NO padding.
Pro	 It is side crash tested and the base is adjustable you can recline it at 3 different levels. 
Pro	 very durable and I love that it has a higher weight limit as well. This also has very nice fabric thats soft to the touch and the buckle system is heavy duty and easy to use as well. Overall a very nice car seat for the price. This is a great option for those of us who cant afford a Britax.
Number Of People Who Already Purchased	4.5 out of 5 stars
Number Of Positive Reviews/negative	259 Reviews
Number Of Positive Reviews/negative	259 Reviews
Delays In Continuous Mode	he T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Built In Focus Motor	built-in focus motor.
Denial Of A Ongoing Problem	  Apparently this is a discussed firmware issue but Nikon claimed they hadnt heard about it
Instructions	guide mode
1080P Video Speed	1080P video
Photos	Takes good quality of videos.
Seat Quaity	If you see the video when shopping for a car seat I found this to be a great deal for the price. I understand each car seat has to meet standards but I have been please with this one and my husband just purchased an extra one to have in his 06Nissan Frontier.
Seat Quaity	 have a four year old and a two year old and they both love their true fit seats. Mommy loves them too. They are easy to install especially as compared to the graco one we bought first. The no rethread harness is awesome. The seat was comfortable looking and big enough rear facing all the way until two years old which is what the apa recommends.
Seat Quaity	We are using this as a rear facing seat in our Chevy Malibu and it fits just fine. Yes it is a big car seat but safety was my number one priority when upgrading to a toddler car seat so I dont mind the bulk. I love that we can keep the seat rear facing up to 40 lbs now that the AAPs new recommendation is to wait till age 2 this seat makes it easy to do so.Im glad we had the Chicco Keyfit 30 when our guy was an infant. Im sure this is safe enough but I wouldnt want it as an infant seat . . . too inconvenient. Even though my son isnt quiet 1 yet he was ready for a more toddler friendly seat. This delivers he isnt leaning back as far and the sides dont cave in next to him. I could tell he liked having things a little roomier the moment I put him in this seat. He still falls asleep with ease.
