Labels	Clips
Pricing	It is a well made and designed car seat and the price is very reasonable.
Pro & Con Autofocus Digital single-lens reflex camera Wide-angle lens Flash (photography) Shutter 135 film Canon (company) lag Point-and-shoot UV filter Live preview Nikon D5000 Focal length speed Viewfinder Zoom Ultrasonic motor Camera Film Color balance Image stabilization Liquid crystal display Megapixel Pixel Lithium-ion battery Computer monitor Single-lens D3100	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot camerasOther Recommendations- Make sure to get UV filter mostly for protecting the lens and a spare battery Ive got the Opteka one for 
Pro & Con Autofocus Digital single-lens reflex camera Wide-angle lens Flash (photography) Shutter 135 film Canon (company) lag Point-and-shoot UV filter Live preview Nikon D5000 Focal length speed Viewfinder Zoom Ultrasonic motor Camera Film Color balance Image stabilization Liquid crystal display Megapixel Pixel Lithium-ion battery Computer monitor Single-lens D3100	Pros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Pro & Con Autofocus Digital single-lens reflex camera Wide-angle lens Flash (photography) Shutter 135 film Canon (company) lag Point-and-shoot UV filter Live preview Nikon D5000 Focal length speed Viewfinder Zoom Ultrasonic motor Camera Film Color balance Image stabilization Liquid crystal display Megapixel Pixel Lithium-ion battery Computer monitor Single-lens D3100	ProsCanon service is apparently better than nikon. Will edit this if this does not turn out to be true. My switch was mostly due to pathetic nikon warranty service.The IS works really well and I think better than nikons which I had tried for a week with a borrowed D5000.Digital 3x zoom in video mode.The 430EX II external flash can be supported by the camera wirelessly. On nikons this is only true for the more expensive SB800s flashes.ConsAuto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.Most canon lenses have loud autofocus motors. The lenses with the nicer USM AF motors are too expensive.No mode in canon to set Av mode and set min shutter speed while letting the camera pick the ISO. Standard in Nikons. Canon seems to pick the shutter speed based on the zoom focal length selected.White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Pro And Cons Minivan Odyssey	ProsBig enough for a toddlerEasy to installComfortable for kids from infant to toddlerNo thread adjustable strapsConsVery bulky. They fit fine in my odyssey mini van but not in my ford focus rear facing. Forward facing they fit in the smaller car ok.Catch a lot of stuff under the paddingCant adjust strap length while in rear facing position. This is most frustrating but not often an issue.
Pro Child safety seat Britax	 It is side crash tested and the base is adjustable you can recline it at 3 different levels. 
Pro Child safety seat Britax	 very durable and I love that it has a higher weight limit as well. This also has very nice fabric thats soft to the touch and the buckle system is heavy duty and easy to use as well. Overall a very nice car seat for the price. This is a great option for those of us who cant afford a Britax.
Processor Image stabilization DIGIC Digital single-lens reflex camera APS-C Canon EF-S lens mount 18-55mm EOS processing engine (company) EF CMOS	Canon EOS Rebel T3i 18 MP CMOS APS-C Sensor DIGIC 4 Image Processor Full-HD Movie Mode Digital SLR Camera with 3.0-Inch Clear View Vari-Angle LCD and EF-S 18-55mm f/3.5-5.6 IS Lens
Processor Image stabilization DIGIC Digital single-lens reflex camera APS-C Canon EF-S lens mount 18-55mm EOS processing engine (company) EF CMOS	FULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 secondPRICE since the T3i came out this camera is going down in price but essentially is the same camera as the T3i
Product Description description (business)	the product features and product description contradict each other in regards to the weight limit of this car seat.  The seat holds a child up to 65lbs thus the name  Air 65 .  The Air Protect only holds a child up to 50lbs.
Product Info description (business)	It looks just as it is pictured
Product Info description (business)	product features and product description contradict each other 
Professionalism APS-C	This is not a professional level SLR but it performs very well as a small light APS-C camera.
Pros And Cons	pros VERY easy to install base in car. It takes my husband less than 2 minutes.  excellent padding and very nice soft fabric. I rolled some burp cloths on the side to stabilize his head while hes still small. May be regretting the black fabric in Texas summers though.  light weight and fits well in the middle seat in my midsize infiniti. However I could not put it behind the drivers seat when my 510  husband drives. Not really an issue since the middle is the safest position.cons the biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. I am constantly trying to move the visor or the stroller to keep the sun out. Whoever thought to use mesh wasnt thinking.  the next problem I encountered was trying to get the correct extra base. They tell you to get the base for the snug ride 35 but there is not a level indicator on that base. Therefore when you are installing your snug ride 30 car seat with a snug ride 35 base you cannot tell if the car seat is level. After talking to 2 graco representatives the first one told me to  eyeball it  they were able to send me a snug ride 30 base. They claim the new base should be available on the market soon but for now you have to buy it through graco directly.
Pros Lightweight Digital single-lens reflex camera Canon (company) Shutter lag Autofocus 135 film (photography) Wide-angle lens Flash Point-and-shoot Camera Zoom Focus (optics) Image stabilization Liquid crystal display Nikon D5000 Live preview Focal length speed Viewfinder Ultrasonic motor Color balance Film Business day	Light weight
Pros Lightweight Digital single-lens reflex camera Canon (company) Shutter lag Autofocus 135 film (photography) Wide-angle lens Flash Point-and-shoot Camera Zoom Focus (optics) Image stabilization Liquid crystal display Nikon D5000 Live preview Focal length speed Viewfinder Ultrasonic motor Color balance Film Business day	Easy to operate
Pros Lightweight Digital single-lens reflex camera Canon (company) Shutter lag Autofocus 135 film (photography) Wide-angle lens Flash Point-and-shoot Camera Zoom Focus (optics) Image stabilization Liquid crystal display Nikon D5000 Live preview Focal length speed Viewfinder Ultrasonic motor Color balance Film Business day	T2i is the Best Entry Level DSLR
Pros Lightweight Digital single-lens reflex camera Canon (company) Shutter lag Autofocus 135 film (photography) Wide-angle lens Flash Point-and-shoot Camera Zoom Focus (optics) Image stabilization Liquid crystal display Nikon D5000 Live preview Focal length speed Viewfinder Ultrasonic motor Color balance Film Business day	Excellent Product came within 2 business days even though I did standard shipping. Fit my newborns head with the extra cushion that came with it.  Loved the colors as well. Works perfectly with the Snap N G
Pros Lightweight Digital single-lens reflex camera Canon (company) Shutter lag Autofocus 135 film (photography) Wide-angle lens Flash Point-and-shoot Camera Zoom Focus (optics) Image stabilization Liquid crystal display Nikon D5000 Live preview Focal length speed Viewfinder Ultrasonic motor Color balance Film Business day	PROSFULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 secondPRICE since the T3i came out this camera is going down in price but essentially is the same camera as the T3iCons If any No Flip-out LCD Not that much of an issue3.7 max burst rate not very fast at allNo audio recording level adjustAlmost no low light auto focus when taking long exposures of moon/stars/light painting
Pros Lightweight Digital single-lens reflex camera Canon (company) Shutter lag Autofocus 135 film (photography) Wide-angle lens Flash Point-and-shoot Camera Zoom Focus (optics) Image stabilization Liquid crystal display Nikon D5000 Live preview Focal length speed Viewfinder Ultrasonic motor Color balance Film Business day	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Pros Lightweight Digital single-lens reflex camera Canon (company) Shutter lag Autofocus 135 film (photography) Wide-angle lens Flash Point-and-shoot Camera Zoom Focus (optics) Image stabilization Liquid crystal display Nikon D5000 Live preview Focal length speed Viewfinder Ultrasonic motor Color balance Film Business day	Since I have switched from Nikon to Canon a lot of my review is based on comparison to Nikon.ProsCanon service is apparently better than nikon. Will edit this if this does not turn out to be true. My switch was mostly due to pathetic nikon warranty service.The IS works really well and I think better than nikons which I had tried for a week with a borrowed D5000.Digital 3x zoom in video mode.The 430EX II external flash can be supported by the camera wirelessly. On nikons this is only true for the more expensive SB800s flashes.ConsAuto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.Most canon lenses have loud autofocus motors. The lenses with the nicer USM AF motors are too expensive.No mode in canon to set Av mode and set min shutter speed while letting the camera pick the ISO. Standard in Nikons. Canon seems to pick the shutter speed based on the zoom focal length selected.White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
